603.37933,342.56635,178286193.1327009,101221315.0056995,-157388.25398869714
610.3579,345.30142,3715893.206478388,2102214.4340054016,22591.65256356064
601.8129,345.30142,991935.908182006,569141.7785152125,11754.921329254152
614.92584,364.10513,1194552.4593878677,707309.1619507237,12761.446911757392
613.998,363.4214,105849.95072075745,62651.89261562678,3801.6360204688076
606.9107,388.37906,7208163.860478146,4612704.75278424,31554.303856265014
605.3377,389.0628,883317.1797187662,567725.8421742289,11060.331703179609
604.2771,344.1104,14829423.177900055,8444733.271592055,-45357.879022500485
608.11804,345.43304,12839022.434163908,7293029.150155398,42070.794307748096
601.8079,346.09436,876641.0279848678,504148.42437918484,11050.721219693465
609.21545,363.28876,16351251.87554418,9750616.033406548,47434.98040334852
597.69257,363.61942,1496927.879920804,910688.9920605648,14490.06015929107
605.3745,388.74963,155234268.8125339,99685837.41831218,146619.05343289493
601.53357,389.41095,4509684.996483933,2919406.0097078653,25069.856402120167
596.7273,336.71155,2217661.8751895945,1251346.0821399973,-17650.962431368353
607.9444,343.47046,600534862.3747927,339284292.84506726,-287770.2268090006
602.1921,343.47046,1008099.0454779579,574986.3784506748,11846.57368326988
601.04156,360.5665,468124.07794372935,280828.92958951945,-8080.475421131537
601.13245,362.5544,969507.3650879415,584728.3334399043,11627.842712398495
607.7243,392.7707,2807953.3412438813,1814773.1895616953,19681.14305348063
602.7673,393.16827,2527739.7138061523,1648774.087133526,18749.94597719418
605.72516,337.65106,3280286.8213762785,1828539.417668503,21307.219529952992
611.13226,344.3937,5709538.87131151,3217518.329797627,27986.048871398354
602.7212,343.99707,1067509.4638355821,609270.3115905408,12185.302453507451
609.3299,361.052,36280437.731121674,21497590.683840152,-70651.06180542975
598.5156,363.03513,2313090.278659723,1403026.0615897456,17999.78105256801
607.2271,391.59222,2822942.0093089063,1820475.598797657,19741.67865697966
601.5196,391.1956,4634769.193400545,3014201.4976888057,25415.452372358304
605.7868,336.7791,2024729.1806803788,1125621.2488719088,16739.10538735433
609.0003,343.8438,21264343.393214818,12005926.449204015,54103.56846257375
600.3238,343.8438,1705351.7805004567,976763.9791418309,15432.023959995055
596.4676,361.89804,265229.54100695666,160924.16889190217,-6105.569771737396
596.4676,362.683,6594223.38967968,4009627.4335260848,30443.67516810426
607.616,390.94183,3045048.7938283295,1959192.819175269,20497.042165605046
601.9306,390.94183,3318781.547203038,2155481.9384679454,21499.3236896295
605.5518,337.36984,2691823.182680144,1499689.9274213547,19304.39899030737
608.4367,344.15863,34571867.52593302,19555372.726769783,69018.00374651323
602.66693,344.15863,818074.5768197441,467169.19636084186,10667.593160444556
609.3984,361.61554,59442923.61031523,35273288.74506789,-90429.07976557771
598.1793,363.16727,2915992.524254033,1770360.488045181,20215.57889672907
606.834,392.65005,3380757.4559084913,2187508.6678611375,21611.292286477434
602.3464,392.26212,2567584.2360663605,1672071.198112747,18903.74616440303
